station_id,station_name,station_type,full_date,year,month,month_name,n_ops,n_defects,availability,performance,quality,oee
1,Welding - Station 01,Welding,2024-09-17,2024,9,September,109,1,0.9696,0.9918,0.9908,0.9529
1,Welding - Station 01,Welding,2024-09-18,2024,9,September,88,0,0.9119,0.9878,1.0,0.9008
1,Welding - Station 01,Welding,2024-09-19,2024,9,September,96,0,0.9263,1.0017,1.0,0.9279
1,Welding - Station 01,Welding,2024-09-20,2024,9,September,94,0,0.9933,0.9929,1.0,0.9863
1,Welding - Station 01,Welding,2024-09-21,2024,9,September,30,0,0.9794,1.0032,1.0,0.9825
1,Welding - Station 01,Welding,2024-09-22,2024,9,September,29,0,0.9582,1.0006,1.0,0.9588
1,Welding - Station 01,Welding,2024-09-23,2024,9,September,63,0,0.9631,0.9798,1.0,0.9436
1,Welding - Station 01,Welding,2024-09-24,2024,9,September,54,1,0.9738,0.9921,0.9815,0.9482
1,Welding - Station 01,Welding,2024-09-25,2024,9,September,79,0,0.9583,1.0234,1.0,0.9807
1,Welding - Station 01,Welding,2024-09-26,2024,9,September,81,0,0.9641,1.0154,1.0,0.9789
1,Welding - Station 01,Welding,2024-09-27,2024,9,September,92,1,0.9434,1.0325,0.9891,0.9635
1,Welding - Station 01,Welding,2024-09-28,2024,9,September,27,0,1.0,0.985,1.0,0.985
1,Welding - Station 01,Welding,2024-09-29,2024,9,September,29,0,0.938,0.9711,1.0,0.9108
1,Welding - Station 01,Welding,2024-09-30,2024,9,September,94,0,0.9687,1.0161,1.0,0.9843
1,Welding - Station 01,Welding,2024-10-01,2024,10,October,96,1,0.9795,1.0116,0.9896,0.9805
1,Welding - Station 01,Welding,2024-10-02,2024,10,October,89,0,0.9452,1.0005,1.0,0.9456
1,Welding - Station 01,Welding,2024-10-03,2024,10,October,57,0,0.9878,0.9742,1.0,0.9623
1,Welding - Station 01,Welding,2024-10-04,2024,10,October,103,0,0.9346,0.9915,1.0,0.9266
1,Welding - Station 01,Welding,2024-10-05,2024,10,October,36,0,1.0,1.0721,1.0,1.0721
1,Welding - Station 01,Welding,2024-10-06,2024,10,October,30,0,0.9423,0.9847,1.0,0.9279
1,Welding - Station 01,Welding,2024-10-07,2024,10,October,92,0,0.9788,0.992,1.0,0.9709
1,Welding - Station 01,Welding,2024-10-08,2024,10,October,101,1,0.9212,0.9833,0.9901,0.8969
1,Welding - Station 01,Welding,2024-10-09,2024,10,October,110,0,0.9948,1.0307,1.0,1.0254
1,Welding - Station 01,Welding,2024-10-10,2024,10,October,97,1,0.9694,0.9929,0.9897,0.9526
1,Welding - Station 01,Welding,2024-10-11,2024,10,October,86,1,0.9838,1.0092,0.9884,0.9813
1,Welding - Station 01,Welding,2024-10-12,2024,10,October,36,1,0.9815,1.0115,0.9722,0.9651
1,Welding - Station 01,Welding,2024-10-13,2024,10,October,27,0,1.0,0.971,1.0,0.971
1,Welding - Station 01,Welding,2024-10-14,2024,10,October,108,0,0.9567,1.0032,1.0,0.9598
1,Welding - Station 01,Welding,2024-10-15,2024,10,October,95,0,0.9468,0.9694,1.0,0.9178
1,Welding - Station 01,Welding,2024-10-16,2024,10,October,106,0,0.9732,1.0053,1.0,0.9784
1,Welding - Station 01,Welding,2024-10-17,2024,10,October,116,0,0.975,0.9989,1.0,0.9739
1,Welding - Station 01,Welding,2024-10-18,2024,10,October,73,0,1.0,1.0193,1.0,1.0193
1,Welding - Station 01,Welding,2024-10-19,2024,10,October,31,0,1.0,0.9627,1.0,0.9627
1,Welding - Station 01,Welding,2024-10-20,2024,10,October,29,0,0.9284,0.9501,1.0,0.8821
1,Welding - Station 01,Welding,2024-10-21,2024,10,October,72,0,0.9786,1.0258,1.0,1.0038
1,Welding - Station 01,Welding,2024-10-22,2024,10,October,84,1,0.9757,1.0104,0.9881,0.9741
1,Welding - Station 01,Welding,2024-10-23,2024,10,October,91,1,0.9536,0.9998,0.989,0.943
1,Welding - Station 01,Welding,2024-10-24,2024,10,October,99,0,0.9359,1.0447,1.0,0.9777
1,Welding - Station 01,Welding,2024-10-25,2024,10,October,91,0,0.9841,1.0012,1.0,0.9852
1,Welding - Station 01,Welding,2024-10-26,2024,10,October,33,0,0.8889,1.0173,1.0,0.9043
1,Welding - Station 01,Welding,2024-10-27,2024,10,October,28,0,1.0,0.9965,1.0,0.9965
1,Welding - Station 01,Welding,2024-10-28,2024,10,October,97,1,0.9618,1.0156,0.9897,0.9668
1,Welding - Station 01,Welding,2024-10-29,2024,10,October,84,0,0.9194,0.9743,1.0,0.8958
1,Welding - Station 01,Welding,2024-10-30,2024,10,October,83,0,0.9405,0.9581,1.0,0.9011
1,Welding - Station 01,Welding,2024-10-31,2024,10,October,95,1,0.9526,0.9885,0.9895,0.9317
1,Welding - Station 01,Welding,2024-11-01,2024,11,November,82,0,0.9617,0.988,1.0,0.9502
1,Welding - Station 01,Welding,2024-11-02,2024,11,November,32,0,0.9888,1.0255,1.0,1.0141
1,Welding - Station 01,Welding,2024-11-03,2024,11,November,29,1,0.971,1.0024,0.9655,0.9397
1,Welding - Station 01,Welding,2024-11-04,2024,11,November,82,2,0.9305,1.0102,0.9756,0.9171
1,Welding - Station 01,Welding,2024-11-05,2024,11,November,94,1,0.9535,0.9992,0.9894,0.9426
1,Welding - Station 01,Welding,2024-11-06,2024,11,November,104,0,0.9497,0.9844,1.0,0.9349
1,Welding - Station 01,Welding,2024-11-07,2024,11,November,85,0,0.9579,0.9613,1.0,0.9209
1,Welding - Station 01,Welding,2024-11-08,2024,11,November,82,0,0.9568,0.9638,1.0,0.9222
1,Welding - Station 01,Welding,2024-11-09,2024,11,November,28,0,0.8974,0.9943,1.0,0.8924
1,Welding - Station 01,Welding,2024-11-10,2024,11,November,36,0,0.905,0.9615,1.0,0.8702
1,Welding - Station 01,Welding,2024-11-11,2024,11,November,75,1,0.904,1.0122,0.9867,0.9028
1,Welding - Station 01,Welding,2024-11-12,2024,11,November,89,1,0.9214,1.0089,0.9888,0.9191
1,Welding - Station 01,Welding,2024-11-13,2024,11,November,94,0,0.9509,0.982,1.0,0.9338
1,Welding - Station 01,Welding,2024-11-14,2024,11,November,73,0,0.8998,0.9886,1.0,0.8896
1,Welding - Station 01,Welding,2024-11-15,2024,11,November,73,0,0.982,0.996,1.0,0.9781
1,Welding - Station 01,Welding,2024-11-16,2024,11,November,27,0,0.9421,0.993,1.0,0.9354
1,Welding - Station 01,Welding,2024-11-17,2024,11,November,33,0,0.912,1.0195,1.0,0.9298
1,Welding - Station 01,Welding,2024-11-18,2024,11,November,81,0,0.9423,0.9944,1.0,0.937
1,Welding - Station 01,Welding,2024-11-19,2024,11,November,77,0,0.9772,1.0063,1.0,0.9834
1,Welding - Station 01,Welding,2024-11-20,2024,11,November,82,0,0.9409,0.9929,1.0,0.9342
1,Welding - Station 01,Welding,2024-11-21,2024,11,November,90,1,0.9941,0.9928,0.9889,0.976
1,Welding - Station 01,Welding,2024-11-22,2024,11,November,93,1,0.9605,1.0011,0.9892,0.9512
1,Welding - Station 01,Welding,2024-11-23,2024,11,November,31,0,0.9733,0.983,1.0,0.9568
1,Welding - Station 01,Welding,2024-11-24,2024,11,November,31,0,0.9413,1.0319,1.0,0.9714
1,Welding - Station 01,Welding,2024-11-25,2024,11,November,101,0,0.9505,0.9969,1.0,0.9475
1,Welding - Station 01,Welding,2024-11-26,2024,11,November,83,1,0.9955,0.9992,0.988,0.9827
1,Welding - Station 01,Welding,2024-11-27,2024,11,November,88,0,0.967,0.976,1.0,0.9438
1,Welding - Station 01,Welding,2024-11-28,2024,11,November,97,1,0.9333,1.0373,0.9897,0.9581
1,Welding - Station 01,Welding,2024-11-29,2024,11,November,90,1,0.9703,0.9936,0.9889,0.9534
1,Welding - Station 01,Welding,2024-11-30,2024,11,November,33,0,0.9475,0.9457,1.0,0.8961
1,Welding - Station 01,Welding,2024-12-01,2024,12,December,28,0,1.0,1.0702,1.0,1.0702
1,Welding - Station 01,Welding,2024-12-02,2024,12,December,57,0,0.9504,1.0175,1.0,0.967
1,Welding - Station 01,Welding,2024-12-03,2024,12,December,81,0,0.9141,0.9509,1.0,0.8692
1,Welding - Station 01,Welding,2024-12-04,2024,12,December,75,0,0.9284,0.9743,1.0,0.9046
1,Welding - Station 01,Welding,2024-12-05,2024,12,December,58,0,0.9421,1.0205,1.0,0.9614
1,Welding - Station 01,Welding,2024-12-06,2024,12,December,61,0,0.9503,0.9871,1.0,0.938
1,Welding - Station 01,Welding,2024-12-07,2024,12,December,31,0,0.9469,1.0269,1.0,0.9724
1,Welding - Station 01,Welding,2024-12-08,2024,12,December,29,0,1.0,0.9657,1.0,0.9657
1,Welding - Station 01,Welding,2024-12-09,2024,12,December,79,0,0.9698,0.9983,1.0,0.9682
1,Welding - Station 01,Welding,2024-12-10,2024,12,December,75,0,0.9814,0.9818,1.0,0.9635
1,Welding - Station 01,Welding,2024-12-11,2024,12,December,57,0,0.9822,0.9929,1.0,0.9753
1,Welding - Station 01,Welding,2024-12-12,2024,12,December,79,1,0.9276,1.0093,0.9873,0.9244
1,Welding - Station 01,Welding,2024-12-13,2024,12,December,90,0,0.9838,0.9736,1.0,0.9578
1,Welding - Station 01,Welding,2024-12-14,2024,12,December,28,0,0.9189,0.9569,1.0,0.8792
1,Welding - Station 01,Welding,2024-12-15,2024,12,December,20,1,1.0,0.9386,0.95,0.8916
1,Welding - Station 01,Welding,2024-12-16,2024,12,December,82,0,0.9888,1.0061,1.0,0.9948
1,Welding - Station 01,Welding,2024-12-17,2024,12,December,63,0,0.9834,1.0019,1.0,0.9853
1,Welding - Station 01,Welding,2024-12-18,2024,12,December,73,0,0.925,0.9722,1.0,0.8993
1,Welding - Station 01,Welding,2024-12-19,2024,12,December,73,1,0.9163,0.9629,0.9863,0.8702
1,Welding - Station 01,Welding,2024-12-20,2024,12,December,96,1,0.9149,0.9828,0.9896,0.8898
1,Welding - Station 01,Welding,2024-12-21,2024,12,December,23,0,0.9288,0.9674,1.0,0.8985
1,Welding - Station 01,Welding,2024-12-22,2024,12,December,23,0,0.9757,0.9619,1.0,0.9385
1,Welding - Station 01,Welding,2024-12-23,2024,12,December,79,0,0.9354,1.014,1.0,0.9486
1,Welding - Station 01,Welding,2024-12-24,2024,12,December,75,2,0.955,0.9637,0.9733,0.8958
1,Welding - Station 01,Welding,2024-12-25,2024,12,December,52,0,0.9626,0.9886,1.0,0.9517
1,Welding - Station 01,Welding,2024-12-26,2024,12,December,71,0,0.9623,1.0055,1.0,0.9676
1,Welding - Station 01,Welding,2024-12-27,2024,12,December,71,0,0.9698,0.9931,1.0,0.9631
1,Welding - Station 01,Welding,2024-12-28,2024,12,December,18,0,0.9729,0.9338,1.0,0.9085
1,Welding - Station 01,Welding,2024-12-29,2024,12,December,22,0,0.9651,1.0301,1.0,0.9941
1,Welding - Station 01,Welding,2024-12-30,2024,12,December,66,0,0.9153,0.9989,1.0,0.9143
1,Welding - Station 01,Welding,2024-12-31,2024,12,December,87,0,0.9575,0.9901,1.0,0.948
1,Welding - Station 01,Welding,2025-01-01,2025,1,January,71,1,0.9768,0.9916,0.9859,0.955
1,Welding - Station 01,Welding,2025-01-02,2025,1,January,70,0,0.9603,1.0276,1.0,0.9868
1,Welding - Station 01,Welding,2025-01-03,2025,1,January,86,0,0.9211,1.0063,1.0,0.9269
1,Welding - Station 01,Welding,2025-01-04,2025,1,January,30,0,0.8594,0.9572,1.0,0.8227
1,Welding - Station 01,Welding,2025-01-05,2025,1,January,26,1,0.9605,1.0208,0.9615,0.9428
1,Welding - Station 01,Welding,2025-01-06,2025,1,January,60,1,0.9149,0.9813,0.9833,0.8828
1,Welding - Station 01,Welding,2025-01-07,2025,1,January,67,1,0.9499,1.0128,0.9851,0.9477
1,Welding - Station 01,Welding,2025-01-08,2025,1,January,74,2,0.969,0.9932,0.973,0.9365
1,Welding - Station 01,Welding,2025-01-09,2025,1,January,73,1,0.9906,0.9841,0.9863,0.9615
1,Welding - Station 01,Welding,2025-01-10,2025,1,January,75,1,0.9421,0.9948,0.9867,0.9247
1,Welding - Station 01,Welding,2025-01-11,2025,1,January,29,0,0.9482,0.9526,1.0,0.9032
1,Welding - Station 01,Welding,2025-01-12,2025,1,January,28,0,0.9784,1.0348,1.0,1.0124
1,Welding - Station 01,Welding,2025-01-13,2025,1,January,81,0,0.9784,0.9974,1.0,0.9759
1,Welding - Station 01,Welding,2025-01-14,2025,1,January,85,0,0.9382,0.9658,1.0,0.9061
1,Welding - Station 01,Welding,2025-01-15,2025,1,January,75,1,0.9329,0.9774,0.9867,0.8997
1,Welding - Station 01,Welding,2025-01-16,2025,1,January,68,0,0.9745,1.0167,1.0,0.9907
1,Welding - Station 01,Welding,2025-01-17,2025,1,January,67,0,0.9349,0.9981,1.0,0.9331
1,Welding - Station 01,Welding,2025-01-18,2025,1,January,28,0,1.0,0.9841,1.0,0.9841
1,Welding - Station 01,Welding,2025-01-19,2025,1,January,25,1,1.0,1.004,0.96,0.9638
1,Welding - Station 01,Welding,2025-01-20,2025,1,January,57,0,0.9752,1.0113,1.0,0.9862
1,Welding - Station 01,Welding,2025-01-21,2025,1,January,74,0,0.9276,0.9984,1.0,0.9262
1,Welding - Station 01,Welding,2025-01-22,2025,1,January,78,0,1.0,1.0192,1.0,1.0192
1,Welding - Station 01,Welding,2025-01-23,2025,1,January,73,0,0.9377,1.0176,1.0,0.9542
1,Welding - Station 01,Welding,2025-01-24,2025,1,January,97,0,0.9438,0.9882,1.0,0.9326
1,Welding - Station 01,Welding,2025-01-25,2025,1,January,31,0,0.8794,0.936,1.0,0.8231
1,Welding - Station 01,Welding,2025-01-26,2025,1,January,30,1,0.9815,1.0091,0.9667,0.9575
1,Welding - Station 01,Welding,2025-01-27,2025,1,January,82,0,0.9398,0.9847,1.0,0.9254
1,Welding - Station 01,Welding,2025-01-28,2025,1,January,74,0,0.9469,0.9855,1.0,0.9331
1,Welding - Station 01,Welding,2025-01-29,2025,1,January,79,0,0.8967,0.9937,1.0,0.8911
1,Welding - Station 01,Welding,2025-01-30,2025,1,January,74,0,0.9253,1.0001,1.0,0.9254
1,Welding - Station 01,Welding,2025-01-31,2025,1,January,68,0,0.9365,1.0054,1.0,0.9416
1,Welding - Station 01,Welding,2025-02-01,2025,2,February,32,0,0.9462,0.9867,1.0,0.9336
1,Welding - Station 01,Welding,2025-02-02,2025,2,February,29,0,0.9348,0.9654,1.0,0.9024
1,Welding - Station 01,Welding,2025-02-03,2025,2,February,92,0,0.9797,1.021,1.0,1.0002
1,Welding - Station 01,Welding,2025-02-04,2025,2,February,74,0,0.993,1.01,1.0,1.003
1,Welding - Station 01,Welding,2025-02-05,2025,2,February,67,0,0.9745,1.0049,1.0,0.9793
1,Welding - Station 01,Welding,2025-02-06,2025,2,February,67,0,0.9934,0.9818,1.0,0.9753
1,Welding - Station 01,Welding,2025-02-07,2025,2,February,73,0,0.9364,0.9912,1.0,0.9282
1,Welding - Station 01,Welding,2025-02-08,2025,2,February,32,0,0.8945,1.0163,1.0,0.9091
1,Welding - Station 01,Welding,2025-02-09,2025,2,February,26,0,0.9845,0.9867,1.0,0.9714
1,Welding - Station 01,Welding,2025-02-10,2025,2,February,76,1,0.9622,0.9822,0.9868,0.9326
1,Welding - Station 01,Welding,2025-02-11,2025,2,February,83,0,0.9438,1.0094,1.0,0.9527
1,Welding - Station 01,Welding,2025-02-12,2025,2,February,69,0,0.947,1.012,1.0,0.9584
1,Welding - Station 01,Welding,2025-02-13,2025,2,February,85,0,0.9248,1.0176,1.0,0.9411
1,Welding - Station 01,Welding,2025-02-14,2025,2,February,83,0,0.9644,1.0099,1.0,0.974
1,Welding - Station 01,Welding,2025-02-15,2025,2,February,28,0,0.9323,0.982,1.0,0.9155
1,Welding - Station 01,Welding,2025-02-16,2025,2,February,27,1,0.9337,0.9784,0.963,0.8798
1,Welding - Station 01,Welding,2025-02-17,2025,2,February,67,1,0.9677,0.9797,0.9851,0.9338
1,Welding - Station 01,Welding,2025-02-18,2025,2,February,79,1,0.9696,0.9765,0.9873,0.9348
1,Welding - Station 01,Welding,2025-02-19,2025,2,February,64,0,0.9339,1.0135,1.0,0.9465
1,Welding - Station 01,Welding,2025-02-20,2025,2,February,83,0,0.9931,1.0033,1.0,0.9963
1,Welding - Station 01,Welding,2025-02-21,2025,2,February,76,0,0.9811,1.0113,1.0,0.9922
1,Welding - Station 01,Welding,2025-02-22,2025,2,February,29,0,0.8336,0.9637,1.0,0.8033
1,Welding - Station 01,Welding,2025-02-23,2025,2,February,29,0,0.9039,1.0383,1.0,0.9385
1,Welding - Station 01,Welding,2025-02-24,2025,2,February,66,0,0.9554,0.9859,1.0,0.9419
1,Welding - Station 01,Welding,2025-02-25,2025,2,February,72,0,0.985,1.0016,1.0,0.9865
1,Welding - Station 01,Welding,2025-02-26,2025,2,February,76,0,0.9575,1.0231,1.0,0.9796
1,Welding - Station 01,Welding,2025-02-27,2025,2,February,77,0,0.9942,1.0232,1.0,1.0173
1,Welding - Station 01,Welding,2025-02-28,2025,2,February,56,0,0.9325,1.0185,1.0,0.9497
1,Welding - Station 01,Welding,2025-03-01,2025,3,March,35,0,0.988,0.9707,1.0,0.9591
1,Welding - Station 01,Welding,2025-03-02,2025,3,March,32,0,0.9643,0.9747,1.0,0.9399
1,Welding - Station 01,Welding,2025-03-03,2025,3,March,111,1,0.9354,1.0319,0.991,0.9565
1,Welding - Station 01,Welding,2025-03-04,2025,3,March,90,0,0.9407,0.9988,1.0,0.9395
1,Welding - Station 01,Welding,2025-03-05,2025,3,March,93,0,0.9686,1.0152,1.0,0.9833
1,Welding - Station 01,Welding,2025-03-06,2025,3,March,96,1,0.9409,1.0169,0.9896,0.9468
1,Welding - Station 01,Welding,2025-03-07,2025,3,March,108,0,0.9171,1.0026,1.0,0.9195
1,Welding - Station 01,Welding,2025-03-08,2025,3,March,33,0,0.8877,0.9862,1.0,0.8754
1,Welding - Station 01,Welding,2025-03-09,2025,3,March,33,0,1.0,0.9552,1.0,0.9552
1,Welding - Station 01,Welding,2025-03-10,2025,3,March,82,0,0.9879,0.9915,1.0,0.9795
1,Welding - Station 01,Welding,2025-03-11,2025,3,March,85,0,0.9645,1.003,1.0,0.9674
1,Welding - Station 01,Welding,2025-03-12,2025,3,March,92,0,0.9592,1.0069,1.0,0.9658
1,Welding - Station 01,Welding,2025-03-13,2025,3,March,91,1,0.9384,1.0019,0.989,0.9298
1,Welding - Station 01,Welding,2025-03-14,2025,3,March,109,0,0.9313,0.9798,1.0,0.9125
1,Welding - Station 01,Welding,2025-03-15,2025,3,March,34,0,0.9061,0.9757,1.0,0.8841
1,Welding - Station 01,Welding,2025-03-16,2025,3,March,31,0,0.9635,0.9936,1.0,0.9574
1,Welding - Station 01,Welding,2025-03-17,2025,3,March,86,0,0.9504,1.0221,1.0,0.9713
1,Welding - Station 01,Welding,2025-03-18,2025,3,March,90,0,0.9926,0.9888,1.0,0.9815
1,Welding - Station 01,Welding,2025-03-19,2025,3,March,92,0,0.969,0.9931,1.0,0.9622
1,Welding - Station 01,Welding,2025-03-20,2025,3,March,98,0,0.955,0.9955,1.0,0.9507
1,Welding - Station 01,Welding,2025-03-21,2025,3,March,93,0,0.9441,0.9842,1.0,0.9292
1,Welding - Station 01,Welding,2025-03-22,2025,3,March,27,0,0.9237,0.9797,1.0,0.9049
1,Welding - Station 01,Welding,2025-03-23,2025,3,March,29,0,1.0,1.0156,1.0,1.0156
1,Welding - Station 01,Welding,2025-03-24,2025,3,March,91,0,0.9655,0.992,1.0,0.9578
1,Welding - Station 01,Welding,2025-03-25,2025,3,March,79,0,0.9515,0.9929,1.0,0.9447
1,Welding - Station 01,Welding,2025-03-26,2025,3,March,80,0,0.9701,0.9886,1.0,0.959
1,Welding - Station 01,Welding,2025-03-27,2025,3,March,92,0,0.9376,0.9805,1.0,0.9193
1,Welding - Station 01,Welding,2025-03-28,2025,3,March,88,1,0.9684,0.9984,0.9886,0.9558
1,Welding - Station 01,Welding,2025-03-29,2025,3,March,40,1,0.9006,1.0347,0.975,0.9085
1,Welding - Station 01,Welding,2025-03-30,2025,3,March,27,0,0.9335,1.0272,1.0,0.9588
1,Welding - Station 01,Welding,2025-03-31,2025,3,March,82,0,0.9632,0.9926,1.0,0.9561
1,Welding - Station 01,Welding,2025-04-01,2025,4,April,87,1,0.9478,0.9816,0.9885,0.9197
1,Welding - Station 01,Welding,2025-04-02,2025,4,April,86,0,0.9793,1.0024,1.0,0.9817
1,Welding - Station 01,Welding,2025-04-03,2025,4,April,94,0,0.9454,0.9985,1.0,0.9439
1,Welding - Station 01,Welding,2025-04-04,2025,4,April,95,0,0.9518,0.9987,1.0,0.9505
1,Welding - Station 01,Welding,2025-04-05,2025,4,April,32,0,0.9597,1.0154,1.0,0.9745
1,Welding - Station 01,Welding,2025-04-06,2025,4,April,30,0,0.9647,1.0333,1.0,0.9968
1,Welding - Station 01,Welding,2025-04-07,2025,4,April,79,3,0.908,0.9729,0.962,0.8499
1,Welding - Station 01,Welding,2025-04-08,2025,4,April,104,0,0.9141,0.9752,1.0,0.8914
1,Welding - Station 01,Welding,2025-04-09,2025,4,April,109,0,0.9476,0.988,1.0,0.9362
1,Welding - Station 01,Welding,2025-04-10,2025,4,April,91,0,1.0,1.0205,1.0,1.0205
1,Welding - Station 01,Welding,2025-04-11,2025,4,April,69,0,0.853,0.9816,1.0,0.8373
1,Welding - Station 01,Welding,2025-04-12,2025,4,April,28,0,0.9493,1.0093,1.0,0.958
1,Welding - Station 01,Welding,2025-04-13,2025,4,April,28,0,0.9106,1.042,1.0,0.9488
1,Welding - Station 01,Welding,2025-04-14,2025,4,April,71,0,0.98,0.9654,1.0,0.946
1,Welding - Station 01,Welding,2025-04-15,2025,4,April,93,0,0.984,1.0133,1.0,0.9971
1,Welding - Station 01,Welding,2025-04-16,2025,4,April,104,1,0.933,0.9754,0.9904,0.9013
1,Welding - Station 01,Welding,2025-04-17,2025,4,April,84,1,0.9185,1.005,0.9881,0.9122
1,Welding - Station 01,Welding,2025-04-18,2025,4,April,95,0,0.9303,0.9938,1.0,0.9245
1,Welding - Station 01,Welding,2025-04-19,2025,4,April,32,0,0.9177,1.0072,1.0,0.9243
1,Welding - Station 01,Welding,2025-04-20,2025,4,April,33,1,0.9506,0.9782,0.9697,0.9017
1,Welding - Station 01,Welding,2025-04-21,2025,4,April,91,0,0.9676,1.0061,1.0,0.9735
1,Welding - Station 01,Welding,2025-04-22,2025,4,April,86,1,0.9615,0.9781,0.9884,0.9295
1,Welding - Station 01,Welding,2025-04-23,2025,4,April,97,0,0.9585,0.9915,1.0,0.9504
1,Welding - Station 01,Welding,2025-04-24,2025,4,April,79,0,0.9503,0.9805,1.0,0.9317
